file,class,method,line,cbo,wmc,rfc,loc,returns,variables,parameters,startLine,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocks,anonymousClassesQty,subClassesQty,lambdasQty,uniqueWordsQty
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/HeapSort.java,Sorts.HeapSort,main/1[java.lang.String[]],125,2,1,2,5,0,2,1,125,0,0,0,0,0,9,2,0,0,0,0,0,12
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/HeapSort.java,Sorts.HeapSort,sort/1[T[]],99,2,1,3,3,1,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,2
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/ColumnarTranspositionCipher.java,ciphers.ColumnarTranspositionCipher,numberOfRows/1[java.lang.String],119,0,2,1,8,2,0,1,119,0,0,0,1,0,1,0,5,1,0,0,0,22
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/ColumnarTranspositionCipher.java,ciphers.ColumnarTranspositionCipher,main/1[java.lang.String[]],212,1,1,4,10,0,2,1,212,0,0,0,0,7,0,2,3,0,0,0,0,22
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/ColumnarTranspositionCipher.java,ciphers.ColumnarTranspositionCipher,decrypter/0,76,0,3,1,9,1,2,0,76,2,0,0,0,2,1,3,0,2,0,0,0,18
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/ColumnarTranspositionCipher.java,ciphers.ColumnarTranspositionCipher,switchColumns/4[java.lang.Object[][],int,int,java.lang.Object[]],184,0,2,0,6,0,1,4,184,1,0,0,0,0,1,3,0,1,0,0,0,11
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/ColumnarTranspositionCipher.java,ciphers.ColumnarTranspositionCipher,getColumn/3[java.lang.Object[][],int,int],168,0,2,0,7,1,2,3,168,1,0,0,0,0,1,3,0,1,0,0,0,7
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/ColumnarTranspositionCipher.java,ciphers.ColumnarTranspositionCipher,sortTable/1[java.lang.Object[][]],145,1,5,3,15,1,5,1,145,3,0,0,0,0,10,5,1,3,0,0,0,11
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/ColumnarTranspositionCipher.java,ciphers.ColumnarTranspositionCipher,encrpyter/3[java.lang.String,java.lang.String,java.lang.String],51,1,4,2,18,1,4,3,51,2,0,0,0,1,3,9,0,2,0,0,0,38
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/ColumnarTranspositionCipher.java,ciphers.ColumnarTranspositionCipher,tableBuilder/1[java.lang.String],93,2,4,4,18,1,5,1,93,2,0,0,0,0,5,8,1,3,0,0,0,43
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/ColumnarTranspositionCipher.java,ciphers.ColumnarTranspositionCipher,findElements/0,131,0,3,3,8,1,3,0,131,1,0,0,0,0,2,4,0,1,0,0,0,8
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/ColumnarTranspositionCipher.java,ciphers.ColumnarTranspositionCipher,abecedariumBuilder/1[int],196,0,2,0,6,0,1,1,196,1,0,0,0,1,1,3,0,1,0,0,0,24
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/ColumnarTranspositionCipher.java,ciphers.ColumnarTranspositionCipher,encrpyter/2[java.lang.String,java.lang.String],26,1,3,3,13,1,4,2,26,2,0,0,0,1,3,7,0,2,0,0,0,26
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/ColumnarTranspositionCipher.java,ciphers.ColumnarTranspositionCipher,showTable/0,203,0,3,2,8,0,0,0,203,2,0,0,0,1,0,0,1,2,0,0,0,6
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/MatrixChainMultiplication.java,Matrix,row/0,131,0,1,0,3,1,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,1
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/MatrixChainMultiplication.java,Matrix,matrixChainOrder/0,84,0,6,0,18,0,6,0,84,4,0,0,0,0,10,10,10,4,0,0,0,9
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/MatrixChainMultiplication.java,Matrix,col/0,127,0,1,0,3,1,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,1
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/MatrixChainMultiplication.java,Matrix,printOptimalParens/2[int,int],64,1,2,2,11,0,0,2,64,0,1,0,0,3,1,0,2,1,0,0,0,5
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/MatrixChainMultiplication.java,Matrix,printArray/1[int[][]],75,1,3,3,8,0,2,1,75,2,0,0,0,1,4,2,2,2,0,0,0,6
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/MatrixChainMultiplication.java,Matrix,input/1[java.lang.String],105,0,1,3,4,1,0,1,105,0,0,0,1,1,0,0,0,0,0,0,0,2
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/MatrixChainMultiplication.java,Matrix,Matrix/3[int,int,int],117,0,1,0,5,0,0,3,117,0,0,0,0,0,0,3,0,0,0,0,0,4
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/MatrixChainMultiplication.java,Matrix,main/1[java.lang.String[]],13,3,10,16,44,0,10,1,13,7,2,0,0,8,21,15,9,1,0,0,0,26
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/MatrixChainMultiplication.java,Matrix,count/0,123,0,1,0,3,1,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,1
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/EggDropping.java,EggDropping,main/1[java.lang.String],41,1,1,2,5,0,3,1,41,0,0,0,0,0,2,3,0,0,0,0,0,6
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/EggDropping.java,EggDropping,minTrials/2[int,int],8,1,7,1,19,1,7,2,8,5,0,0,0,0,15,12,6,3,0,0,0,10
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/ShellSort.java,Sorts.ShellSort,sort/1[T[]],20,2,5,2,16,1,4,1,20,4,0,0,0,0,6,7,5,3,0,0,0,16
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/ShellSort.java,Sorts.ShellSort,main/1[java.lang.String[]],41,2,1,2,6,0,3,1,41,0,0,0,0,0,9,3,0,0,0,0,0,8
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/HashMap.java,HashMap,displayHashtable/0,32,1,2,2,6,0,1,0,32,1,0,0,0,1,1,1,0,1,0,0,0,4
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/HashMap.java,HashMap,hashing/1[int],14,0,2,0,5,1,1,1,14,0,0,0,0,0,1,2,1,0,0,0,0,4
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/HashMap.java,HashMap,HashMap/1[int],5,1,2,0,7,0,1,1,5,1,0,0,0,0,1,4,0,1,0,0,0,7
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/HashMap.java,HashMap,deleteHash/1[int],27,2,1,2,4,0,1,1,27,0,0,0,0,0,0,1,0,0,0,0,0,5
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/HashMap.java,HashMap,insertHash/1[int],21,2,1,2,4,0,1,1,21,0,0,0,0,0,0,1,0,0,0,0,0,5
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/TowerOfHanoiUsingRecursion.java,TowerOfHanoi,shift/4[int,java.lang.String,java.lang.String,java.lang.String],6,1,2,2,8,1,0,4,6,0,1,0,0,3,3,0,3,1,0,0,0,6
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/TowerOfHanoiUsingRecursion.java,TowerOfHanoi,main/1[java.lang.String[]],20,1,1,3,6,0,2,1,20,0,0,0,0,4,0,2,0,0,0,0,0,12
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/SJF.java,SJF,ageing/1[int],137,0,3,2,8,0,1,1,137,1,1,0,0,0,2,1,1,2,0,0,0,3
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/SJF.java,SJF,Schedule/0,39,2,3,6,26,0,3,0,39,1,1,0,0,2,3,16,0,2,0,0,0,20
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/SJF.java,SJF,timeElapsed/1[int],128,0,2,3,8,2,0,1,128,0,0,0,0,0,4,0,0,1,0,0,0,3
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/SJF.java,SJF,solve/0,147,0,3,6,18,0,4,0,147,2,0,0,1,8,5,7,10,1,0,0,0,17
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/SJF.java,SJF,startScheduling/0,72,2,3,10,31,0,1,0,72,1,2,0,2,1,3,1,2,2,2,0,0,19
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/SJF.java,SJF,removeFinishedProcess/0,111,0,4,6,13,0,4,0,111,2,1,0,0,0,3,5,0,2,0,0,0,6
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/SJF.java,SJF,main/1[java.lang.String[]],174,1,1,2,5,0,1,1,174,0,0,0,0,0,0,1,0,0,0,0,0,4
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/BinaryToOctal.java,BinaryToOctal,convertBinaryToOctal/1[int],31,0,2,0,10,1,3,1,31,1,0,0,0,0,7,7,5,1,0,0,0,18
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/BinaryToOctal.java,BinaryToOctal,main/1[java.lang.String],16,1,1,4,6,0,2,1,16,0,0,0,0,1,0,2,1,0,0,0,0,14
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/BalancedBrackets.java,data_structures.Stacks.BalancedBrackets,main/1[java.lang.String],78,1,2,3,12,0,2,1,78,0,0,1,0,3,0,2,2,2,0,0,0,19
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/BalancedBrackets.java,data_structures.Stacks.BalancedBrackets,is_balanced/1[java.lang.String],29,1,14,5,47,5,2,1,29,1,4,0,0,0,0,2,0,2,0,0,0,8
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/CycleSort.java,Sorts.CycleSort,main/1[java.lang.String[]],72,2,1,3,7,0,2,1,72,0,0,0,0,1,15,2,0,0,0,0,0,9
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/CycleSort.java,Sorts.CycleSort,sort/1[T[]],13,3,12,3,24,1,6,1,13,6,3,0,0,0,9,12,3,3,0,0,0,10
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/CycleSort.java,Sorts.CycleSort,replace/3[T[],int,T],63,1,1,0,6,1,1,3,63,0,0,0,0,0,0,3,0,0,0,0,0,4
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/BogoSort.java,Sorts.BogoSort,main/1[java.lang.String[]],43,2,1,3,7,0,3,1,43,0,0,0,0,5,9,3,0,0,0,0,0,7
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/BogoSort.java,Sorts.BogoSort,isSorted/1[T],18,2,3,1,6,2,1,1,18,1,0,0,0,0,3,1,2,1,0,0,0,6
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/BogoSort.java,Sorts.BogoSort,nextPermutation/1[T],26,2,2,2,7,0,3,1,26,1,0,0,0,0,1,3,2,1,0,0,0,7
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/BogoSort.java,Sorts.BogoSort,sort/1[T],35,2,2,2,6,1,0,1,35,1,0,0,0,0,0,0,0,1,0,0,0,7
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/Knapsack.java,Knapsack,knapSack/4[int,int,int,int],7,1,6,1,12,1,3,4,7,2,2,0,0,0,13,6,10,2,0,0,0,6
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/Knapsack.java,Knapsack,main/1[java.lang.String],31,2,1,2,7,0,4,1,31,0,0,0,0,0,7,4,0,0,0,0,0,5
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/Dijkshtra.java,Dijkshtra,main/1[java.lang.String[]],11,1,13,11,48,0,16,1,11,6,0,0,0,3,11,22,5,3,0,0,0,19
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/NodeStack.java,NodeStack,setSize/1[int],172,0,1,0,3,0,0,1,172,0,0,0,0,0,0,1,0,0,0,0,0,3
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/NodeStack.java,NodeStack,NodeStack/1[Item],56,1,1,0,3,0,0,1,56,0,0,0,0,0,0,1,0,0,0,0,0,4
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/NodeStack.java,NodeStack,getPrevious/0,160,2,1,0,3,1,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,3
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/NodeStack.java,NodeStack,peek/0,104,2,1,1,3,1,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,15
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/NodeStack.java,NodeStack,print/0,137,2,2,3,5,0,1,0,137,1,0,0,0,0,0,2,0,1,0,0,0,18
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/NodeStack.java,NodeStack,setData/1[Item],180,1,1,0,3,0,0,1,180,0,0,0,0,0,0,1,0,0,0,0,0,4
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/NodeStack.java,NodeStack,getSize/0,168,0,1,0,3,1,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,3
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/NodeStack.java,NodeStack,size/0,122,1,1,1,3,1,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,7
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/NodeStack.java,NodeStack,setPrevious/1[NodeStack<?>],164,1,1,0,3,0,0,1,164,0,0,0,0,0,0,1,0,0,0,0,0,3
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/NodeStack.java,NodeStack,setNext/1[NodeStack<?>],156,1,1,0,3,0,0,1,156,0,0,0,0,0,0,1,0,0,0,0,0,3
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/NodeStack.java,NodeStack,setHead/1[NodeStack<?>],148,1,1,0,3,0,0,1,148,0,0,0,0,0,0,1,0,0,0,0,0,3
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/NodeStack.java,NodeStack,getNext/0,152,2,1,0,3,1,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,3
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/NodeStack.java,NodeStack,pop/0,87,3,1,5,7,1,1,0,87,0,0,0,0,0,1,2,1,0,0,0,0,13
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/NodeStack.java,NodeStack,getHead/0,144,2,1,0,3,1,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,5
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/NodeStack.java,NodeStack,push/1[Item],65,4,2,7,14,0,1,1,65,0,0,0,0,0,1,2,1,1,0,0,0,15
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/NodeStack.java,NodeStack,NodeStack/0,53,0,1,0,2,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,4
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/NodeStack.java,NodeStack,isEmpty/0,113,1,1,1,3,1,0,0,113,0,1,0,0,0,1,0,0,0,0,0,0,15
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/NodeStack.java,NodeStack,getData/0,176,1,1,0,3,1,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,3
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/NodeStack.java,NodeStack,main/1[java.lang.String[]],14,1,1,5,17,0,3,1,14,0,0,0,0,5,5,3,2,0,0,0,0,9
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/BFS.java,BFS,main/1[java.lang.String],47,2,3,3,13,0,7,1,47,2,0,0,0,0,3,8,0,2,0,0,0,17
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/BFS.java,BFS,bfsImplement/3[byte[][],int,int],18,1,6,6,19,0,4,3,18,2,0,0,0,0,8,7,0,3,0,0,0,27
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/Fibonacci.java,Fibonacci,fibMemo/1[int],31,1,3,4,14,2,1,1,31,0,0,0,0,0,3,2,3,1,0,0,0,22
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/Fibonacci.java,Fibonacci,fibBotUp/1[int],53,0,3,2,14,1,3,1,53,1,0,0,0,0,4,4,3,2,0,0,0,24
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/Fibonacci.java,Fibonacci,fibOptimized/1[int],85,0,3,0,12,2,4,1,85,1,1,0,0,0,5,6,1,1,0,0,0,50
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/Fibonacci.java,Fibonacci,main/1[java.lang.String[]],15,1,1,5,6,0,2,1,15,0,0,0,0,0,0,2,0,0,0,0,0,13
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/BinaryToDecimal.java,BinaryToDecimal,main/1[java.lang.String],18,0,2,5,14,0,6,1,18,1,0,0,0,2,6,8,3,1,0,0,0,14
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/EulersFunction.java,EulersFunction,getEuler/1[int],5,0,5,0,11,1,2,1,5,2,2,0,0,0,4,5,5,2,0,0,0,5
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/EulersFunction.java,EulersFunction,main/1[java.lang.String[]],16,1,2,2,5,0,1,1,16,1,0,0,0,0,2,1,0,1,0,0,0,5
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/ListController.java,org.launchcode.controllers.ListController,listJobsByColumnAndValue/3[Model,java.lang.String,java.lang.String],57,4,1,3,6,1,1,3,57,0,0,0,0,6,0,1,1,0,0,0,0,11
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/ListController.java,org.launchcode.controllers.ListController,ListController/0,21,0,1,1,7,0,0,0,21,0,0,0,0,10,0,0,0,0,0,0,0,2
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/ListController.java,org.launchcode.controllers.ListController,list/1[Model],30,2,1,1,4,1,0,1,30,0,0,0,0,3,0,0,0,0,0,0,0,4
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/ListController.java,org.launchcode.controllers.ListController,listColumnValues/2[Model,java.lang.String],38,4,2,5,15,2,2,2,38,0,0,0,0,12,0,2,1,1,0,0,0,8
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/heap_sort.java,heap_sort,main/1[java.lang.String],63,1,1,3,8,0,3,1,63,0,0,0,0,1,6,3,0,0,0,0,0,9
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/heap_sort.java,heap_sort,sort/1[int],4,2,3,1,10,0,4,1,4,2,0,0,0,0,8,6,3,1,0,0,0,5
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/heap_sort.java,heap_sort,printArray/1[int],54,1,2,2,5,0,2,1,54,1,0,0,0,1,1,2,1,0,0,0,0,4
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/heap_sort.java,heap_sort,heapify/3[int,int,int],27,2,6,1,13,0,4,3,27,0,0,0,0,0,4,8,4,1,0,0,0,7
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/genericheap.java,genericheap,size/0,15,0,1,1,3,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/genericheap.java,genericheap,isLarger/2[int,int],43,1,2,2,10,2,2,2,43,0,0,0,0,0,1,2,0,1,0,0,0,9
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/genericheap.java,genericheap,display/0,23,0,1,1,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/genericheap.java,genericheap,removeHP/0,67,2,1,4,6,1,1,0,67,0,0,0,0,0,4,1,2,0,0,0,0,7
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/genericheap.java,genericheap,downheapify/1[int],75,1,6,4,15,0,3,1,75,0,2,0,0,0,4,5,4,1,0,0,0,9
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/genericheap.java,genericheap,add/1[T],27,2,1,3,4,0,0,1,27,0,0,0,0,0,1,0,1,0,0,0,0,4
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/genericheap.java,genericheap,getHP/0,63,1,1,1,3,1,0,0,63,0,0,0,0,0,1,0,0,0,0,0,0,4
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/genericheap.java,genericheap,upheapify/1[int],32,1,3,3,10,1,1,1,32,0,2,0,1,0,3,1,2,1,0,0,0,7
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/genericheap.java,genericheap,genericheap/1[java.util.Comparator<T>],11,1,1,0,3,0,0,1,11,0,0,0,0,0,0,1,0,0,0,0,0,2
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/genericheap.java,genericheap,isEmpty/0,19,0,1,1,3,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/genericheap.java,genericheap,swap/2[int,int],56,1,1,2,6,0,2,2,56,0,0,0,0,0,0,2,0,0,0,0,0,6
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/MinPriorityQueue.java,DataStructures.Heaps.MinPriorityQueue,print/0,64,0,2,2,4,0,1,0,64,1,0,0,0,1,1,1,1,0,0,0,0,2
/Users/rachitshah/OneDrive/NCSU/sem 2/se/project/csc510-project/CodeQualityPortal/CodeQualityPortal/temp/MinPriorityQueue.java,DataStructures.Heaps.MinPriorityQueue,sink/0,79,0,11,0,29,0,3,0,79,1,0,0,0,0,24,8,23,3,0,0,0,5
